Indiv,Gland,Day,Bout,Species,Site,Group,Sex,Repro,Value
Q,ST,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,SP,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,SP,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,SP,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,ST,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
R,AG,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,SP,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,ST,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
S,AG,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
S,SP,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,2
S,SP,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
S,SP,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,SP,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,ST,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
