Indiv,Gland,Day,Bout,Species,Site,Group,Sex,Repro,Value
P,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,4
P,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,3
P,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,4
P,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,3
P,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,3
P,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,1
P,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,3
P,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
P,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,2
Q,AG,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
Q,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
Q,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
R,AG,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
R,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Female,Non-repro.,0
S,AG,D01,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H01,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
S,AG,D05,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,2
S,AG,D07,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H02,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,1
S,AG,D05,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H03,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H04,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D01,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D02,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D03,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D04,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D05,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D06,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D07,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D08,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D09,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
S,AG,D10,H05,Cotton-top,PWP,Cotton-top.PWP,Male,Non-repro.,0
T,AG,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,AG,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,18
T,AG,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,AG,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,4
T,AG,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,AG,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,9
T,AG,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,5
T,AG,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,0
T,AG,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,AG,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,AG,D05,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D06,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D07,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D08,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,3
T,AG,D09,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
T,AG,D10,H04,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,6
T,AG,D01,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D02,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,12
T,AG,D03,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,10
T,AG,D04,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,8
T,AG,D05,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D06,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,1
T,AG,D07,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,2
T,AG,D08,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,18
T,AG,D09,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,12
T,AG,D10,H05,Cotton-top,DMP,Cotton-top.DMP,Female,Reproductive,7
U,AG,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,2
U,AG,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,5
U,AG,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D03,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D04,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D05,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D06,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D10,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D01,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D02,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D03,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D04,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D05,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,2
U,AG,D06,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D07,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D08,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,0
U,AG,D09,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
U,AG,D10,H05,Cotton-top,DMP,Cotton-top.DMP,Male,Reproductive,1
V,AG,D01,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D02,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D03,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D04,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D05,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D06,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,1
V,AG,D07,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D08,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D09,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D10,H01,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D01,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D02,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D03,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,1
V,AG,D04,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D05,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D06,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D07,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D08,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D09,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D10,H02,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D01,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D02,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,1
V,AG,D03,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,1
V,AG,D04,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D05,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D06,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D07,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D08,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D09,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,1
V,AG,D10,H03,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D01,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
V,AG,D02,H04,Cotton-top,DMP,Cotton-top.DMP,Male,Non-repro.,0
